Contrast,#term ID,term description,genes mapped,enrichment score,direction,false discovery rate,method,matching proteins in your input (IDs),matching proteins in your input (labels)
CU_AD,GO:0007409,Axonogenesis,40,1.29383,bottom,0.00035,ks,"9606.ENSP00000043402,9606.ENSP00000221891,9606.ENSP00000231721,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000305988,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000352288,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000480132,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,APLP1,SEMA3G,CHL1,SEMA7A,NECTIN1,EPHA4,APP,CSF1R,ALCAM,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,NEO1,NFASC,PLXNB2,TNR,EFNA1,EPHA7,L1CAM,SLITRK1,NRCAM,PTPRZ1,CNTN4,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,DAG1,CNTN1,NCAM1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_AD,GO:0050778,Positive regulation of immune response,45,3.3258,top,0.00035,ks,"9606.ENSP00000216361,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000230036,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000284240,9606.ENSP00000296280,9606.ENSP00000296861,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000329797,9606.ENSP00000339477,9606.ENSP00000340278,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000366091,9606.ENSP00000370698,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000468253,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910","COCH,LBP,C5,GPLD1,HRG,C3,C9,C6,HPX,C1RL,SERPING1,THY1,MASP1,TNFRSF21,C2,C1QB,CFHR1,CLU,C7,CADM1,ICOSLG,PARK7,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,C8B,C8G,C1QC,C1QA,MOG,IL6ST,CFI,C1S,C4A,CFB,IGLL5,C1R,CFD,IGHV1-3,IGHV3-15,IGHV3-72,B2M"
CU_AD,GO:0002449,Lymphocyte mediated immunity,30,3.91026,top,0.00036,ks,"9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000227266,9606.ENSP00000245907,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910","CTSH,C5,CTSC,C3,PRDX1,C9,C6,C1RL,SERPING1,C2,C1QB,CLU,C7,C8A,CD55,C4BPA,FCGR3A,C8B,C8G,C1QC,C1QA,CFI,C1S,C4A,IGLL5,C1R,IGHV1-3,IGHV3-15,IGHV3-72,B2M"
CU_AD,GO:0048667,Cell morphogenesis involved in neuron differentiation,44,1.23837,bottom,0.00036,ks,"9606.ENSP00000043402,9606.ENSP00000221891,9606.ENSP00000231721,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000305988,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000352288,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000480132,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,APLP1,SEMA3G,CHL1,SEMA7A,NECTIN1,SOD1,CELSR2,EPHA4,APP,CSF1R,ALCAM,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,PTN,NEO1,NFASC,PLXNB2,TNR,EFNA1,EPHA7,L1CAM,SLITRK1,NRCAM,PTPRZ1,CNTN4,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,DAG1,CNTN1,HEXA,NCAM1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_AD,GO:0051918,Negative regulation of fibrinolysis,7,6.90499,top,0.00036,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853","CPB2,APOH,VTN,HRG,F2,PLG,SERPINF2"
CU_AD,GO:0061564,Axon development,50,1.04182,bottom,0.00037,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000231721,9606.ENSP00000251268,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000296861,9606.ENSP00000305988,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000335397,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000480132,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,SEMA3G,MEGF8,CHL1,SEMA7A,NECTIN1,EPHA4,APP,CSF1R,TNFRSF21,ALCAM,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,RTN4RL2,NEO1,NFASC,APOD,APOA4,PLXNB2,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,SLITRK1,NRCAM,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,DAG1,CNTN1,NCAM1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_AD,GO:0051707,Response to other organism,84,2.24042,top,0.00041,ks,"9606.ENSP00000216361,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000232003,9606.ENSP00000233242,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000253496,9606.ENSP00000261267,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000294728,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000301522,9606.ENSP00000302046,9606.ENSP00000302621,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000320866,9606.ENSP00000322061,9606.ENSP00000327513,9606.ENSP00000339477,9606.ENSP00000342082,9606.ENSP00000348170,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000381057,9606.ENSP00000381607,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000396688,9606.ENSP00000400894,9606.ENSP00000410294,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000451206,9606.ENSP00000452245,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000493985,9606.ENSP00000495530,9606.ENSP00000497910,9606.ENSP00000498441","COCH,CHGA,LBP,C5,HRG,APOB,C3,VGF,F12,LYZ,PRDX1,C9,C6,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,VCAM1,MASP1,C2,AXL,PRDX2,RNASE6,LRG1,FGB,F2,C1QB,CFHR1,CLU,APOL1,CALR,C7,CSF1,ICOSLG,SLPI,HP,APOA4,C8A,CD55,C4BPA,CFHR2,CFH,FCGR3A,C8B,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,RNASE1,GSTP1,COLEC12,C1S,CD14,TF,C4A,PENK,FGFR2,CFB,RARRES2,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,NPC2,RNASE4,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,KNG1,ENO1,B2M,FGA"
CU_AD,GO:0000902,Cell morphogenesis,59,0.87046,bottom,0.00043,ks,"9606.ENSP00000043402,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000256509,9606.ENSP00000258341,9606.ENSP00000261918,9606.ENSP00000262919,9606.ENSP00000264025,9606.ENSP00000265071,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000301178,9606.ENSP00000301244,9606.ENSP00000305988,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000315130,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000352798,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000363040,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000462701,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497290,9606.ENSP00000497691","RTN4R,APLP1,LAMB1,SEMA3G,CHL1,LAMC1,SEMA7A,ATRN,NECTIN1,CDH6,SOD1,CELSR2,EPHA4,APP,CSF1R,NBL1,AXL,SPINT2,ALCAM,LAMB2,NPTX1,B4GAT1,CLU,SEMA6D,CNTN2,PTN,NEO1,NFASC,FN1,PLXNB2,COL18A1,TNR,EFNA1,EPHA7,L1CAM,MEGF9,SLITRK1,NRCAM,CSPG5,PTPRZ1,CNTN4,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,DAG1,CNTN1,HEXA,CDH8,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,CDH5,APLP2"
CU_AD,GO:0032787,Monocarboxylic acid metabolic process,17,2.63209,bottom,0.00047,afc,"9606.ENSP00000229270,9606.ENSP00000245907,9606.ENSP00000306100,9606.ENSP00000320171,9606.ENSP00000340278,9606.ENSP00000360687,9606.ENSP00000362413,9606.ENSP00000371152,9606.ENSP00000378731,9606.ENSP00000381607,9606.ENSP00000407685,9606.ENSP00000437402,9606.ENSP00000445175,9606.ENSP00000486361,9606.ENSP00000495530,9606.ENSP00000496166,9606.ENSP00000500193","TPI1,C3,PAM,PKM,PARK7,PTGDS,PGK1,ASAH1,ALDOC,GSTP1,TNXB,ENO2,LDHA,DBI,ENO1,ALDOA,BTD"
CU_AD,GO:0030194,Positive regulation of blood coagulation,9,5.98883,top,0.00053,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000253496,9606.ENSP00000301522,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853","CPB2,APOH,VTN,HRG,F12,PRDX2,F2,PLG,SERPINF2"
CU_AD,GO:0002443,Leukocyte mediated immunity,33,3.68389,top,0.00059,ks,"9606.ENSP00000216492,9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000227266,9606.ENSP00000245907,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000299367,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360687,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910","CHGA,CTSH,C5,CTSC,C3,PRDX1,C9,C6,C1RL,SERPING1,C2,F2,C1QB,CLU,C7,C8A,CD55,C4BPA,FCGR3A,C8B,PTGDS,C8G,C1QC,C1QA,CFI,C1S,C4A,IGLL5,C1R,IGHV1-3,IGHV3-15,IGHV3-72,B2M"
CU_AD,GO:0009607,Response to biotic stimulus,85,2.22189,top,0.00062,ks,"9606.ENSP00000216361,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000232003,9606.ENSP00000233242,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000253496,9606.ENSP00000261267,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000294728,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000301522,9606.ENSP00000302046,9606.ENSP00000302621,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000320866,9606.ENSP00000322061,9606.ENSP00000324173,9606.ENSP00000327513,9606.ENSP00000339477,9606.ENSP00000342082,9606.ENSP00000348170,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000381057,9606.ENSP00000381607,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000396688,9606.ENSP00000400894,9606.ENSP00000410294,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000451206,9606.ENSP00000452245,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000493985,9606.ENSP00000495530,9606.ENSP00000497910,9606.ENSP00000498441","COCH,CHGA,LBP,C5,HRG,APOB,C3,VGF,F12,LYZ,PRDX1,C9,C6,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,VCAM1,MASP1,C2,AXL,PRDX2,RNASE6,LRG1,FGB,F2,C1QB,CFHR1,CLU,APOL1,CALR,C7,HSPA5,CSF1,ICOSLG,SLPI,HP,APOA4,C8A,CD55,C4BPA,CFHR2,CFH,FCGR3A,C8B,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,RNASE1,GSTP1,COLEC12,C1S,CD14,TF,C4A,PENK,FGFR2,CFB,RARRES2,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,NPC2,RNASE4,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,KNG1,ENO1,B2M,FGA"
CU_AD,GO:0061621,Canonical glycolysis,5,5.23152,bottom,0.0007,afc,"9606.ENSP00000229270,9606.ENSP00000320171,9606.ENSP00000362413,9606.ENSP00000437402,9606.ENSP00000495530","TPI1,PKM,PGK1,ENO2,ENO1"
CU_AD,GO:0030193,Regulation of blood coagulation,20,4.02183,top,0.00072,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000234071,9606.ENSP00000252486,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000278407,9606.ENSP00000301522,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853,9606.ENSP00000330382,9606.ENSP00000336829,9606.ENSP00000356671,9606.ENSP00000377783,9606.ENSP00000493985,9606.ENSP00000498441","CPB2,APOH,VTN,HRG,PROC,APOE,F12,KLKB1,SERPING1,PRDX2,FGB,F2,PLG,SERPINF2,PDGFB,FGG,SERPINC1,PROS1,KNG1,FGA"
CU_AD,GO:0030195,Negative regulation of blood coagulation,18,4.2022,top,0.00072,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000234071,9606.ENSP00000252486,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000278407,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853,9606.ENSP00000330382,9606.ENSP00000336829,9606.ENSP00000377783,9606.ENSP00000493985,9606.ENSP00000498441","CPB2,APOH,VTN,HRG,PROC,APOE,F12,KLKB1,SERPING1,FGB,F2,PLG,SERPINF2,PDGFB,FGG,PROS1,KNG1,FGA"
CU_AD,GO:0045087,Innate immune response,60,2.68079,top,0.00077,ks,"9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000245907,9606.ENSP00000253496,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000302046,9606.ENSP00000306099,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000322061,9606.ENSP00000327513,9606.ENSP00000342082,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910,9606.ENSP00000498441","CHGA,LBP,C5,C3,F12,PRDX1,C9,C6,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,MASP1,C2,AXL,RNASE6,FGB,C1QB,CLU,APOL1,C7,CSF1,SLPI,APOA4,C8A,CD55,C4BPA,CFH,FCGR3A,C8B,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,COLEC12,C1S,CD14,C4A,CFB,RARRES2,RNASET2,IGLL5,PLD4,JCHAIN,C1R,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,B2M,FGA"
CU_AD,GO:0048468,Cell development,102,0.712157,bottom,0.00077,ks,"9606.ENSP00000043402,9606.ENSP00000053867,9606.ENSP00000200691,9606.ENSP00000212355,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000258341,9606.ENSP00000261918,9606.ENSP00000262644,9606.ENSP00000262919,9606.ENSP00000264025,9606.ENSP00000265727,9606.ENSP00000269141,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000295113,9606.ENSP00000296861,9606.ENSP00000301178,9606.ENSP00000301244,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000309953,9606.ENSP00000311184,9606.ENSP00000315130,9606.ENSP00000324857,9606.ENSP00000330382,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000336829,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344155,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000345229,9606.ENSP00000346839,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000352798,9606.ENSP00000353007,9606.ENSP00000353030,9606.ENSP00000353408,9606.ENSP00000355627,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358045,9606.ENSP00000358309,9606.ENSP00000358777,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363040,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000369055,9606.ENSP00000370698,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000423354,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000467537,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,GRN,MT3,TGFBR3,MMP2,APLP1,LAMB1,SEMA3G,LRP1,C3,OMG,MEGF8,APOE,CHL1,LAMC1,SEMA7A,IMPAD1,ATRN,NECTIN1,ADAM22,CDH2,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,FRZB,TNFRSF21,AXL,SPINT2,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,EFEMP2,WFIKKN2,CLU,SEMA6D,PDGFB,CNTN2,OPCML,RTN4RL2,FGG,PTN,NEO1,ABCA2,NFASC,APOD,DNER,FN1,GFRA1,NEGR1,APOA4,PLXNB2,COL18A1,SULF2,PTPRF,MSN,AGT,TNR,EFNA1,ECM1,EPHA7,ATP6AP1,L1CAM,CRTAC1,MEGF9,C1QA,SLITRK1,NRCAM,AGRN,B4GALT1,IL6ST,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,NTM,LAMA2,FGFR2,ROBO1,MEGF10,ADM,DAG1,CNTN1,HEXA,PTPRS,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
CU_AD,GO:0048858,Cell projection morphogenesis,45,1.15529,bottom,0.00077,ks,"9606.ENSP00000043402,9606.ENSP00000221891,9606.ENSP00000231721,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000305988,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000352288,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,APLP1,SEMA3G,CHL1,SEMA7A,NECTIN1,CELSR2,EPHA4,APP,CSF1R,NBL1,ALCAM,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,PTN,NEO1,NFASC,PLXNB2,TNR,EFNA1,EPHA7,L1CAM,SLITRK1,NRCAM,CSPG5,PTPRZ1,CNTN4,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,DAG1,CNTN1,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
